Business Id,Business Name,Address,Take-out,Wi-Fi,Alcohol,Good for Kids,Parking,Good For Lunch,Good For Dinner,Good For Dessert,Good For Latenight,Good For Brunch,Good For Breakfast,Stars
AIN4FSq5ZM4Il5BzXzMNXg,Restaurant,1007 N Dobson Rd Mesa AZ 85201,1,0,1,0,1,0,0,0,0,0,1,3.5,
MqxJrAxN5ec0eZzGmoZftw,Restaurant,7272 S El Capitan Way Southwest Las Vegas NV 89136,1,0,1,0,0,0,0,0,0,0,0,2.0,
x_S72g72or0n_B8XeznS3A,Restaurant,7131 W Ray Rd Chandler AZ 85226,1,0,0,0,1,0,0,0,0,0,0,3.0,
pULc8-D98CrVhLciNJzJEQ,Restaurant,7645 S. Rainbow Blvd. Southwest Las Vegas NV 89139,1,0,0,0,0,0,0,0,0,0,0,2.0,
5RehzFaXjuUPgLCUs6gEpQ,Restaurant,601 Providence Road Elizabeth Charlotte NC 28207,1,0,1,0,1,0,0,0,0,0,0,3.0,
KBsLagkr8NN8SCozXI9zvQ,Restaurant,127 N Hamilton St Capitol Madison WI 53703,1,0,1,0,1,0,0,0,0,0,1,4.5,
z_lQV_RTpGGPiBunLeR6QQ,Restaurant,5834 W Camelback Rd Glendale AZ 85301,1,0,1,0,1,0,0,0,0,0,0,4.5,
iFJwlYqD0ytvtmYYthZ5yg,Restaurant,7662 W Lake Mead Blvd Summerlin Las Vegas NV 89128,1,0,0,0,0,0,0,0,0,0,0,3.5,
glLo_FNtgQ7OmAR8hUrDqQ,Restaurant,5757 Wayne Newton Blvd McCarran International Airport D-West Southeast Las Vegas NV 89119,1,0,1,0,0,0,1,0,0,0,1,2.5,
JdHSfjXWD5aRZbfefo6Ccg,Restaurant,2350 Noblestown Rd West End Pittsburgh PA 15205,1,0,1,0,0,0,0,0,0,0,0,2.0,
pa0_uNtdUF8474KRoG7Mjg,Restaurant,3555 Las Vegas Blvd S The Strip Las Vegas NV 89109,0,0,1,0,0,0,0,0,0,0,0,3.0,
NDKWwyqwznAuAQjkpb8ehw,Restaurant,Fiesta Rancho 2400 N Rancho Dr North Las Vegas NV 89130,1,0,1,0,1,0,1,0,0,0,0,3.0,
QBJrNGuM7A8V3amEKBlpOw,Restaurant,Rio Hotel and Casino 3700 W Flamingo Rd Las Vegas NV 89103,1,0,1,0,1,0,1,0,0,0,0,2.5,
82dWyp_Bzy41UqUTpZMR-Q,Restaurant,230 S Tryon St Uptown Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.5,
FdAi2yvDJC1LPZOLhaoo6w,Restaurant,10055 W McDowell Rd Avondale AZ 85392,0,0,1,1,1,0,0,0,0,0,0,4.0,
yZBXGumdNh3N-gzaaU_HrQ,Restaurant,1300 The Plz Plaza Midwood Charlotte NC 28205,1,0,1,0,0,0,0,0,0,0,0,2.5,
gRt4zXBVY_Z-bieKA5lq_g,Restaurant,6770 N Sunrise Blvd G211 Glendale AZ 85305,1,0,1,0,1,0,1,0,0,0,0,3.5,
rawMwd19q66KSH7GYfV_Sg,Restaurant,2777 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,2.0,
1Q_H3BLhKBymF6Se8FfZNw,Restaurant,Inside Hyatt Regency 7500 E Doubletree Ranch Rd Scottsdale AZ 85258,0,0,1,0,1,0,1,0,0,0,0,4.0,
5pBn225h1hEiGpmh9yqTlg,Restaurant,The Palazzo 3325 Las Vegas Blvd S Westside Las Vegas NV 89109,1,0,1,0,1,0,1,0,0,0,0,3.5,
Lgqk00bglDyZfe5KbLhw6Q,Restaurant,7111 West Ray Rd Chandler AZ 85226,1,0,1,0,1,0,1,0,0,0,0,3.0,
H2pm7yVZci7M5RKhAOYzuA,Restaurant,6629 Las Vegas Blvd S Southeast Las Vegas NV 89119,1,0,1,0,1,0,1,0,0,0,0,3.0,
3GAPcBG8SowgrpS6UHlDeQ,Restaurant,10810 N Tatum Blvd Phoenix AZ 85028,1,0,1,0,1,0,1,0,0,0,0,3.5,
WbDz_bwnLKL42_z9cA1Yzw,Restaurant,Montelago Village 30 Via Brianza Ste 100 Henderson NV 89011,1,0,1,0,1,0,1,0,0,0,0,3.0,
He9Dar4bk2vyeiPC7TkUgA,Restaurant,7042 E Indian School Rd Scottsdale AZ 85250,1,0,1,0,1,0,1,0,0,0,0,3.5,
jaTQJqE3bBj74YfNFIsfwA,Restaurant,7160 N Durango Dr Ste 110 Centennial Las Vegas NV 89149,1,0,1,0,1,0,1,0,0,0,0,4.0,
mPGgxatANSPw9KbMluhXkA,Restaurant,11 W Boston St Chandler AZ 85225,1,0,1,0,1,0,1,0,0,0,0,4.0,
S9wOnLQPN_kBDNxrW8uoEg,Restaurant,6572 N Decatur Blvd Ste 140 Las Vegas NV 89131,1,0,0,0,0,0,0,0,0,0,0,2.5,
XkNQVTkCEzBrq7OlRHI11Q,Restaurant,2336 W Thomas Rd Phoenix AZ 85015,1,0,1,0,1,0,1,0,0,0,0,4.5,
gjwdlvuUhYVs4H3A-yAbzw,Restaurant,5124 Park Rd South Park Charlotte NC 28209,1,0,1,0,1,0,1,0,0,0,0,2.0,
1_UbvYpj7N-jE2VYICPl2Q,Restaurant,9809 W Flamingo Rd Spring Valley Las Vegas NV 89147,1,0,1,0,1,0,0,0,0,0,0,4.0,
YSQ3G8hYhShHGZNPfeFquA,Restaurant,4725 Piedmont Row Dr Ste 170 South Park Charlotte NC 28210,1,0,1,0,1,0,1,0,0,0,0,4.0,
xNcqwYAUeVOhe3KNC4Xjaw,Restaurant,5030 Spring Mountain Rd Chinatown Las Vegas NV 89146,0,0,1,0,1,0,1,0,0,0,0,4.5,
1ZCX18x3LgCNAH4H41QZ-Q,Restaurant,Green Valley Ranch Resort & Spa 2313 Paseo Verde Dr Anthem Henderson NV 89052,1,0,0,0,0,0,0,0,0,0,0,3.5,
hBHkHYOk_E-6EgObC6MTdQ,Restaurant,6106 S 32nd St Phoenix AZ 85042,1,0,1,0,1,0,0,0,0,0,0,4.0,
WQc22qucCCtOytbx5CHqbw,Restaurant,The Westin Kierland Resort & Spa 6902 E Greenway Pkwy Scottsdale AZ 85254,0,0,1,1,1,0,0,0,0,0,0,3.0,
JIlCjl73CKz0MeAsvY15xQ,Restaurant,16848 E Ave of the Fountains Fountain Hills AZ 85268,0,0,1,1,0,0,0,1,0,0,0,3.5,
SfzHZTjbQ1yHBFNrtaFtsQ,Restaurant,McCarran International Airport Southeast Las Vegas NV 89119,1,0,1,0,0,0,0,0,0,0,0,2.5,
SaIX7eay0vV-FxGPqTk1yA,Restaurant,510 E Bell Rd Phoenix AZ 85022,1,0,1,0,1,0,0,0,0,0,0,4.0,
IpnoWCb5LOwIWwEOCC45VA,Restaurant,937 N Dobson Rd Mesa AZ 85201,1,0,1,0,1,0,0,0,0,0,0,4.0,
EljtR0HL1PSNjm2CebisoA,Restaurant,7575 W Cactus Rd Peoria AZ 85381,1,0,1,0,1,0,0,0,0,0,0,3.5,
FT3fZDLg8EiL1V2I2aKalg,Restaurant,McCarran International Airport Just past A and B Gates Southeast Las Vegas NV 89119,1,0,0,0,1,0,0,0,0,0,0,3.5,
N0STP82OhZRZ2WeWCqqbOg,Restaurant,9500 S Eastern Ave Southeast Henderson NV 89077,1,0,1,0,1,0,1,0,0,0,0,3.0,
ZN1erjN3huMbkGAS0V0DOg,Restaurant,9090 Alta Dr Westside Las Vegas NV 89145,0,0,1,1,1,0,0,0,0,0,0,2.5,
TO2a5gXGGAU8Uq67bzqE-w,Restaurant,1546 W Bell Rd Phoenix AZ 85023,0,0,0,0,0,0,0,0,0,0,0,3.0,
r8T0cRi0nrePSO-Kscrpdg,Restaurant,6140 W Chandler Blvd Ste 2 Chandler AZ 85226,1,0,1,0,1,0,0,0,0,0,1,4.0,
f3QR23RAtllFUYaJZDHPAw,Restaurant,736 Bellefonte St Shadyside Shadyside PA 15232,0,0,1,0,1,0,1,0,0,0,0,4.0,
vvOs19XKHBLl1FLYWLd2wQ,Restaurant,14960 W Indian School Rd Goodyear AZ 85338,0,0,1,0,0,0,0,0,0,0,0,3.5,
Xo9a2Vm83Fao6MpprxWcKw,Restaurant,8465 W Sahara Ave Westside Las Vegas NV 89117,1,0,1,0,1,0,1,0,0,0,0,4.0,
ud_ij4Bj8Y_HGxi3fliIAg,Restaurant,16 N Main St Belmont NC 28012,1,0,1,0,0,0,0,0,0,0,0,3.5,
jQST5lkLGX9L52-A10TGTQ,Restaurant,2060 S Power Rd Ste 102 Mesa AZ 85209,1,0,1,0,1,0,0,0,0,0,0,4.5,
AJ_tIT3N1SLLmlphsc94BA,Restaurant,900 Penn Ave Downtown Pittsburgh PA 15222,1,0,1,0,1,0,1,0,0,0,0,3.5,
Ct2ioh5hZ83X2ycLSQoKbA,Restaurant,3220 E Baseline Rd Ste 134 Phoenix AZ 85073,0,0,0,0,0,0,0,0,0,0,0,2.5,
K869zHqORZUhpbDOxsspuw,Restaurant,401 E Bell Rd Ste 23 Phoenix AZ 85022,1,0,0,0,0,0,0,0,0,0,0,3.0,
s3YI_1My_QrLjd8iL61euw,Restaurant,Tenaya Village Ctr 7280 Azure Dr Ste 150 Centennial Las Vegas NV 89130,1,0,1,0,1,0,1,0,0,0,0,4.0,
DPXobjIYxAhcpn-GiNVd2w,Restaurant,Westgate City Center 6770 N Hockey Way Glendale AZ 85305,1,0,1,0,0,0,0,0,0,0,0,3.5,
C8sXf0WjOyYE8snFGYvung,Restaurant,Northlake Mall 6801 Northlake Mall Dr Charlotte NC 28216,1,0,1,0,0,0,0,0,0,0,0,2.5,
1hTBIFVqHfI1hRpdS8iIgg,Restaurant,15411 W Waddell Rd Surprise AZ 85379,1,0,1,0,1,0,1,0,0,0,0,4.0,
ev1lmQJKafya4DkjylRyxA,Restaurant,40 E Springfield Ave Champaign IL 61820,0,0,0,0,0,0,0,0,0,0,0,3.5,
DmkTDze8ruJr6o2f5GAvJA,Restaurant,49 W Thomas Rd Phoenix AZ 85073,1,0,1,0,1,0,0,1,0,0,0,4.0,
Us49chcQrPwU9Em67mQk1g,Restaurant,3135 S 48th St Ste 110 Tempe AZ 85282,1,0,1,0,1,0,0,0,0,0,0,4.0,
l8JIAsWIO2-0g7jftcD3nw,Restaurant,10420 S Bermuda Southeast Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,4.5,
Yiw1ml0XVBDIQBTLXHNGmQ,Restaurant,1860 S Stapley Dr Mesa AZ 85209,1,0,1,0,1,0,1,0,0,0,0,2.5,
-uGyt_hSdjy4obBZRhOmRQ,Restaurant,9868 W Northern Ave Peoria AZ 85345,1,0,1,0,1,0,0,0,0,0,0,3.0,
j7_lgtKqdtNCzf-Jk9jyrA,Restaurant,2000 E Rio Salado Pkwy Tempe AZ 85281,1,0,1,0,1,0,1,0,0,0,0,2.5,
BRhKD4BEMg6NagsD3z-0YA,Restaurant,19 S McClintock Dr Tempe AZ 85281,1,0,1,0,1,0,0,0,0,0,0,3.5,
ckUOdIfdL9Hl5FJy5VS60g,Restaurant,25 S Main St Belmont NC 28012,1,0,1,0,1,0,0,0,0,0,0,3.5,
gIRXVrjGxX1ImsS0an8anA,Restaurant,23 S Main St Belmont NC 28012,1,0,1,0,1,0,0,0,0,0,0,3.0,
AhoyhGxkDkejYRcI_uql8w,Restaurant,106 N Main St Belmont NC 28012,1,0,1,0,1,0,0,0,0,0,0,3.5,
L-GfuOmn9mv55571uXvf2A,Restaurant,4349 W Bell Rd Glendale AZ 85311,1,0,0,0,1,0,1,0,0,0,0,3.5,
_mEG7lN5dmuEg4tnpUyALw,Restaurant,5000 Forbes Ave 2nd Fl Squirrel Hill Pittsburgh PA 15213,1,0,1,0,0,0,1,0,0,0,1,3.0,
xCXSaqlKvclhWBczA4fqkA,Restaurant,721 N Arizona Ave Ste 103 Mesa AZ 85209,0,0,0,1,0,0,0,0,0,0,0,3.5,
7mvqKlv1ZGeWIC-3aV1GGA,Restaurant,600 Grant St 1st Fl Downtown Pittsburgh PA 15213,1,0,0,0,0,0,0,0,0,0,0,2.5,
2WYBbV-VCKcnFemxWDZH_w,Restaurant,239 E Main St Sun Prairie WI 53590,1,0,1,0,1,0,1,0,0,0,0,4.5,
3T-tuQOo7r0GApFc4sBV-A,Restaurant,2555 S Jones Blvd Ste 3 Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
Z137pkw7O9Fmfb7SGktEtA,Restaurant,4628 E Washington Ave Bluff Acres Madison WI 53704,1,0,1,0,1,0,0,0,0,0,0,4.0,
vJ_mfmsWhFJBVNztbk003g,Restaurant,44301 W Maricopa Casa Grande Hwy Maricopa AZ 85239,1,0,1,0,0,0,0,0,0,0,0,4.5,
P3xS91E0LhCFmzrd9Enw_A,Restaurant,10612 S Eastern Ave Ste A Anthem Henderson NV 89077,1,0,1,0,1,0,1,0,0,0,0,3.0,
APgL23vh7f7H_wAGTl57xQ,Restaurant,4980 W Ray Rd Ste 10 Chandler AZ 85226,1,0,1,0,1,0,0,0,0,0,0,4.0,
Cko88SO9YEsg8jZEXke81w,Restaurant,4519 Centre Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.0,
Lkk06qxSgRHH2gDuuB_WkQ,Restaurant,Santa Fe Station Hotel & Casino 4954 N Rancho Dr Northwest Las Vegas NV 89130,0,0,1,1,1,0,0,0,0,0,0,2.5,
0WI0ydH2HtFxFswYXhE--w,Restaurant,13215 W Mcdowell Rd Goodyear AZ 85395,0,0,1,1,1,0,1,0,0,0,0,3.5,
KqsvvlzoJH3TUrk_vlbcsQ,Restaurant,4905 E Ray Rd Phoenix AZ 85044,0,0,1,0,1,0,0,0,0,0,0,2.5,
57-dgZzOnLox6eudArRKgw,Restaurant,6107 N Scottsdale Rd Scottsdale AZ 85250,1,0,1,0,1,0,0,1,0,0,0,4.0,
b2NMOHPOO215fH0S-modAw,Restaurant,10075 S Eastern Ave Ste 116 Anthem Henderson NV 89052,1,0,1,0,1,0,0,0,0,0,0,3.0,
udGgvy4TYdsdv13j1UzOIg,Restaurant,7875 W Sahara Ave Ste 103 Westside Las Vegas NV 89117,1,0,1,0,1,0,0,0,0,0,0,3.5,
MPmSoEd46WXqhN-5rw7Yqw,Restaurant,3345 W Greenway Rd Phoenix AZ 85073,1,0,1,0,1,0,1,0,0,0,0,3.0,
YTPD42EQMCemPmFFR3i_wg,Restaurant,8318 Pineville-Matthews Rd Charlotte NC 28226,1,0,1,0,1,0,0,0,0,0,0,4.0,
X7FAAKkwOwaUUpR8QPChyw,Restaurant,1241 E Chandler Blvd Phoenix AZ 85048,1,0,1,0,1,0,1,0,0,0,0,3.5,
ZRHDA3fLcwQsrBqUEo8KIg,Restaurant,7815 S Rainbow Blvd Ste 102 Southwest Las Vegas NV 89139,1,0,1,0,1,0,0,0,0,1,1,3.0,
2MmMDll1ZGouFtz_87X5RQ,Restaurant,2241 N Green Valley Pkwy Henderson NV 89014,1,0,1,0,0,0,0,0,0,0,0,2.0,
9xGeYICHI3UoTcvlIKwWzA,Restaurant,5570 Painted Mirage #140 Northwest Las Vegas NV 89149,1,0,1,0,1,0,0,0,0,0,1,3.5,
azLb_kP6VHKSF0dMTfc3rA,Restaurant,4550 East Bell Road Ste 194 Phoenix AZ 85032,1,0,1,0,1,0,0,0,0,0,0,3.5,
cQJM8VpY21O3HVu7j_b7Vw,Restaurant,4725 Spring Mountain Rd Chinatown Las Vegas NV 89102,1,0,1,0,1,0,1,0,0,0,0,3.5,
EJCIIIy4RghSG3Blsg9BrA,Restaurant,603 S Wright St Champaign IL 61820,1,0,1,0,1,0,0,0,0,0,0,4.0,
uDKU9JaBuSLZQb4vz9p2wQ,Restaurant,2795 S Market St Ste 104 Gilbert AZ 85296,1,0,1,0,0,0,1,0,0,0,0,3.0,
pGJlD0aJKuNUZKgjNZ9KuQ,Restaurant,Eldorado Casino 140 Water St Henderson NV 89015,1,0,0,0,0,0,0,0,0,0,0,3.5,
8hnjKa0-bQtvbESv51LoFQ,Restaurant,1120 E Flamingo Rd Eastside Las Vegas NV 89119,1,0,1,0,1,0,0,0,0,0,0,4.0,
OXwKBaV74IM_VduC5OWV1g,Restaurant,18795 N Reems Rd Sun City AZ 85374,1,0,1,0,1,0,1,0,0,0,0,4.0,
Oq3JpmsRsNVKbwKScAP-nw,Restaurant,5350 E Marriott Dr Phoenix AZ 85073,0,0,1,1,1,0,0,0,0,0,1,3.5,
2DyskKhwjZVF560JeFUz-Q,Restaurant,4155 S Buffalo Dr Ste 104 Spring Valley Las Vegas NV 89147,0,0,0,0,0,0,0,0,0,0,0,3.5,
2KiYFngbDrm5CuIxtg7baQ,Restaurant,6135 W Sahara Ave Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,3.5,
CD-pKgS4YzuNPe8e17ST-Q,Restaurant,2600 E Flamingo Rd Eastside Las Vegas NV 89121,1,0,1,0,1,0,0,0,0,0,0,2.5,
yZgqxn4T0g3JK2jbxA-DXA,Restaurant,6572 N Decatur Blvd Ste 150 North Las Vegas NV 89084,1,0,1,0,1,0,1,0,0,0,0,4.0,
_qTzOkbin2giDOrFsaxm8A,Restaurant,Baiz Market 523 N 20th St Phoenix AZ 85006,1,0,1,0,1,0,0,0,0,0,0,4.0,
wqJ5dCAh2FGHEVtV1lGiEw,Restaurant,2755 N 91st Ave Ste 100 Phoenix AZ 85037,1,0,1,0,0,0,0,0,0,0,0,3.0,
fI33gSlUBxDrc2OnLxIKew,Restaurant,5339 Lighthouse Bay Dr Madison WI 53704,0,0,1,0,1,0,1,0,0,0,0,3.5,
rOEWuLpnYJVvm4REIgXt7A,Restaurant,8123 E Roosevelt St Scottsdale AZ 85257,1,0,1,0,1,0,0,0,0,0,0,3.5,
wlgcuh3b49oRfVe2LQYTRA,Restaurant,8322 E McDowell Rd Scottsdale AZ 85257,1,0,1,0,1,0,0,0,0,0,1,4.5,
qak_x5J-ntcT2iOdJoS60A,Restaurant,8909 E Indian Bend Rd Scottsdale AZ 85250,1,0,1,0,1,0,1,0,0,0,0,3.5,
qpkyPl6pGEJ8QCon08fMyw,Restaurant,4107 W Sahara Ave Westside Las Vegas NV 89136,1,0,1,0,1,0,0,0,0,0,0,3.5,
HRr72Nty5HsLaAWPARLslQ,Restaurant,4400 Sharon Road Space G23D South Park Charlotte NC 28211,1,0,1,0,1,0,0,0,0,0,0,3.0,
xIdyiVoX5woL8iKHYKoiWw,Restaurant,4773 N 20th St Phoenix AZ 85016,1,0,1,0,1,0,0,0,0,0,0,4.0,
l5t9Q95p20Sgfq5EmknsHg,Restaurant,4770 S Maryland Pkwy University Las Vegas NV 89119,1,0,1,0,0,0,0,0,0,0,0,1.5,
yPibH0T8M3EbM550S9LSHQ,Restaurant,2424 N Davidson St Ste 102 NoDa Charlotte NC 28205,1,0,1,0,1,0,0,1,0,0,0,4.0,
heA3OyKJq7O3HYPRAdfR4A,Restaurant,14270 W Indian School Rd Ste C1 Goodyear AZ 85395,1,0,1,0,1,0,0,0,0,0,0,4.0,
1TuDep1-bkTot7PQU3_ceg,Restaurant,420 Gammon Way Madison WI 53774,1,0,1,0,0,0,0,0,0,0,0,2.5,
kbzdkRp8m6kQDeNbkHwY1Q,Restaurant,4929 W Chandler Blvd Ste 3 Chandler AZ 85226,1,0,1,0,1,0,0,0,0,0,0,4.0,
usFRiWAy6rlqskSTPPxrwg,Restaurant,227 E Baseline Rd Ste J7 Tempe AZ 85283,0,0,0,0,0,0,0,0,0,0,0,1.5,
dzrD-Z3INn6tpZhqmwoydA,Restaurant,Bellagio Las Vegas 3600 S Las Vegas Blvd Las Vegas NV 89109,1,0,0,0,0,0,0,0,0,0,0,3.5,
KDfmJTIG-z6W6cl4YC-WDA,Restaurant,655 W Warner Rd Ste 117 Tempe AZ 85284,1,0,1,0,1,0,1,0,0,0,0,3.5,
f8ro-50UiJ70rToRjkpD1Q,Restaurant,1455 W Elliot Rd Ste 105 Gilbert AZ 85233,1,0,1,0,1,0,0,0,0,0,0,4.0,
5YgXxBUzhf3qh8F8wYSqsA,Restaurant,8095 W Sahara Ave Westside Las Vegas NV 89117,1,0,1,0,1,0,1,0,0,0,0,3.5,
nvXm5PONfiVm-X8eI1kvJg,Restaurant,3511 Butler St Lawrenceville Pittsburgh PA 15201,0,0,1,0,1,0,0,0,0,0,0,3.0,
n-XTO7I2o2h06o-vyjtYfg,Restaurant,7019 N 19th Ave Phoenix AZ 85021,1,0,1,0,1,0,1,0,0,0,0,4.5,
At8s2nEl6ms75r7JF7VJWg,Restaurant,930 W Broadway Rd Ste 14 Tempe AZ 85282,1,0,1,0,1,0,0,0,0,0,0,2.5,
oqQvCiG9FDbIdr6M4yen5A,Restaurant,14884 N Pima Rd Ste 107 Scottsdale AZ 85260,1,0,1,0,1,0,0,0,0,0,0,3.5,
22Fb2lIMMYtvsxXC98bFpA,Restaurant,30815 N Cave Creek Rd Ste 132 Cave Creek AZ 85331,1,0,1,0,1,0,1,0,0,0,0,3.0,
7a8nSGq152yAkKVKmsqpng,Restaurant,36889 N Tom Darlington Dr Carefree AZ 85377,1,0,1,0,1,0,1,0,0,0,0,4.0,
qwmHm3s8p7J12AIY6Co8HQ,Restaurant,7530 W Bell Rd Ste 106 Glendale AZ 85308,1,0,1,0,1,0,0,0,0,0,0,4.0,
HbzAtY5PD6rMifst65PzQg,Restaurant,21001 N Tatum Blvd Phoenix AZ 85050,1,0,1,0,0,0,0,0,0,0,0,2.5,
LQ8xiZao4z6hn_l1qy6Jeg,Restaurant,18255 N 83rd Ave Ste 106 Glendale AZ 85308,1,0,1,0,1,0,0,0,0,0,1,3.5,
r1Jy19UbLOo9or0QwsJ4qQ,Restaurant,4912 S Eastern Ave Southeast Las Vegas NV 89136,0,0,0,0,0,0,0,0,0,0,0,3.5,
-XQAYmeTFv4MR-M5XAZmWw,Restaurant,2531 S Gilbert Rd Ste 109 Gilbert AZ 85296,1,0,1,0,1,0,1,0,0,0,0,4.0,
1arFPq3HVIPnGkIVw6RAJw,Restaurant,115 Federal St North Side Pittsburgh PA 15212,1,0,1,0,0,0,0,0,0,0,0,3.0,
zPGuN6B-JNtTMWfcaxt4bQ,Restaurant,250 W Bridge St Homestead West Homestead PA 15120,1,0,1,0,1,0,1,0,0,0,0,3.5,
qb4PzVr19bXXLBf71dd5kQ,Restaurant,7607 E McDowell Rd Scottsdale AZ 85257,1,0,1,0,1,0,0,0,0,0,0,3.0,
5GigZWMKqHnwuQJPTCD3Sg,Restaurant,7337 Shea Blvd Scottsdale AZ 85260,1,0,1,0,1,0,0,0,0,0,0,2.5,
vCjCb2iVEsb91etSGG7eiQ,Restaurant,3275 W Ann Rd North Las Vegas NV 89031,1,0,1,0,1,0,1,0,0,0,0,3.0,
C2pNVdcFl2AdkU9Ual8Z0A,Restaurant,420 S Craig St Oakland Pittsburgh PA 15289,1,0,1,0,1,0,0,0,0,0,1,3.0,
BOrQiUsbnYUM800ohW0Ofw,Restaurant,216 N Craig St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
JiLK9QPjd53pOBEAaY83lw,Restaurant,15576 N Pima Rd Ste A-5 Scottsdale AZ 85260,1,0,1,0,1,0,0,0,0,0,0,4.0,
BuwH4-HcleWMSyBObu_uxQ,Restaurant,9404 W Westgate Blvd Ste C-101 Glendale AZ 85305,1,0,1,0,1,0,1,0,0,0,0,3.5,
aHerF5k5pkMDTdNSpIdTyw,Restaurant,908 Main St Sharpsburg Pittsburgh PA 15215,0,0,1,0,1,0,1,0,0,0,0,4.5,
TjQ5XxrQUJOXJoohYDU8jg,Restaurant,2000 E Rio Salado Pkwy Tempe AZ 85281,1,0,0,0,0,0,0,0,0,0,0,3.5,
nzyBqlbKBycOhTTZ9MVuhg,Restaurant,1605 Galleria Blvd Ste 100 Arboretum Charlotte NC 28270,1,0,1,0,1,0,0,0,0,0,0,3.5,
prVzsllS7vDmOjgLrGeRTw,Restaurant,101 W Main St Sun Prairie WI 53590,1,0,1,0,1,0,1,0,0,0,0,2.5,
mQhB93IFv2QM4fRQFJmSvA,Restaurant,4426 E Independence Blvd Eastland Charlotte NC 28205,1,0,1,0,1,0,1,0,0,0,0,4.0,
7_w9XmNhl_l0N3jN3F-qTQ,Restaurant,1970 W Baseline Rd Phoenix AZ 85041,1,0,1,0,0,0,0,0,0,0,0,2.5,
IrKh06dXhLyiO4dVHGnLFA,Restaurant,7700 West Arrowhead Towne Center Glendale AZ 85308,1,0,1,0,0,0,0,0,0,0,0,2.5,
YiJbDWMD7vv52p1mkTYM4w,Restaurant,1209 E Carson St South Side Pittsburgh PA 15203,0,0,1,0,1,0,1,0,0,0,0,3.0,
Oqm8u_eI_LVXOMAJ4wzP9g,Restaurant,4705 E Carefree Hwy Cave Creek AZ 85331,0,0,1,1,1,0,0,0,0,1,1,3.5,
lut0g04VsYRyblR1Ad-8HA,Restaurant,2420 W Happy Valley Rd. Phoenix AZ 85085,1,0,1,0,1,0,1,0,0,0,0,3.5,
KzZ5Zww9W0IBWm5S2loUmQ,Restaurant,6438 S McClintock Dr Tempe AZ 85283,1,0,1,0,1,0,0,0,0,0,0,3.0,
595LJOiLuwQZ_xk8llJpyA,Restaurant,2501 Crownpoint Executive Dr Charlotte NC 28227,1,0,1,0,1,0,1,0,0,0,0,3.5,
KqEbhQYu7ZBQY_gP0H0YJQ,Restaurant,4041 E Thomas Rd STE 115 Phoenix AZ 85018,1,0,1,0,1,0,0,0,0,0,0,3.5,
5FzwrpRes4EdkVQrtg_qJQ,Restaurant,9014 S Central Ave Phoenix AZ 85042,1,0,1,0,0,0,0,0,0,0,0,2.5,
Zg5JB5GBqhmxt9W7tFKN7w,Restaurant,2304 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,1,0,0,0,0,3.5,
dipzJ5BExpm6BtJ91mXd4Q,Restaurant,2095 N Dobson Rd Ste 3 Chandler AZ 85224,1,0,1,0,1,0,0,0,0,0,0,4.0,
kgJpXOpjH2Fdi0VtdlimiQ,Restaurant,9460 S Eastern Ave Southeast Las Vegas NV 89123,1,0,1,0,0,0,0,0,0,0,0,1.5,
8MKeIqMlo6gTqBqXC0sj3A,Restaurant,1872 E Apache Blvd Tempe AZ 85281,1,0,1,0,1,0,1,0,0,0,0,4.0,
lleBpckOoHmbQSmO7MWr4A,Restaurant,655 W Warner Rd Tempe AZ 85284,1,0,1,0,1,0,0,0,0,0,0,4.0,
8T5svijmw6DwDy8-1ZRFSg,Restaurant,14010 N Litchfield Rd Surprise AZ 85379,1,0,1,0,1,0,1,0,0,0,0,3.5,
3fV9sL5LklD9ZSeONKmjkw,Restaurant,The Mirage Hotel & Casino 3400 Las Vegas Blvd S The Strip Las Vegas NV 89109,1,0,1,0,1,0,1,0,0,0,0,3.5,
25XliadakX5VWw3mdcsHug,Restaurant,309 N Henry St Capitol Madison WI 53703,1,0,1,0,1,0,0,0,0,0,0,3.0,
5ZH0Gc2i1Sr9Uq-dwWRlzw,Restaurant,13901 N 73rd St Scottsdale AZ 85260,1,0,1,0,1,0,1,0,0,0,0,4.5,
6_XNaQYrW2wTv0ymuOPUyA,Restaurant,9240 S Eastern Ave Southeast Las Vegas NV 89123,1,0,1,0,1,0,0,0,0,0,0,4.5,
VXuvmtDipL_WRwc0NTM3iQ,Restaurant,1645 E Camelback Phoenix AZ 85073,1,0,1,0,1,0,0,0,0,0,0,3.5,
c6zeYR8-MJ6n7ApNAAZcag,Restaurant,4630 Old Pineville Rd Charlotte NC 28217,1,0,1,0,1,0,1,0,0,0,0,4.0,
fM1IIa5mRAVoS10l0aFT1w,Restaurant,16100 Arrowhead Fountains Way Peoria AZ 85385,1,0,1,0,1,0,1,0,0,0,0,3.5,
